"Time","D1 Module A","D2 Module B","D3 Module C","D4 Gate Driver Board","D1 Control Board Temperature","D2 RTD1 Temperature","D3 RTD2 Temperature","D4 RTD3 Temperature","D1 RTD4 Temperature","D2 RTD5 Temperature","D3 Motor Temperature","D4 Torque Shudder","D1 Analog Input 1","D2 Analog Input 2","D3 Analog Input 3","D4 Analog Input 4","D5 Analog Input 5","D6 Analog Input 6","D1 Digital Input 1","D2 Digital Input 2","D3 Digital Input 3","D4 Digital Input 4","D5 Digital Input 5","D6 Digital Input 6","D7 Digital Input 7","D8 Digital Input 8","D1 Motor Angle Electrical","D2 Motor Speed","D3 Electrical Output Frequency","D4 Delta Resolver Filtered","D1 Phase A Current","D2 Phase B Current","D3 Phase C Current","D4 DC Bus Current","D1 DC Bus Voltage","D2 Output Voltage","D3 VAB Vd Voltage","D4 VBC Vq Voltage","D1 Flux Command","D2 Flux Feedback","D3 Id","D4 Iq","D1 Reference Voltage 1 5","D2 Reference Voltage 2 5","D3 Reference Voltage 5 0","D4 Reference Voltage 12 0","D1 VSM State","D2 Inverter State","D3 Relay 1 Status","D3 Relay 2 Status","D3 Relay 3 Status","D3 Relay 4 Status","D3 Relay 5 Status","D3 Relay 6 Status","D4 Inverter Run Mode","D4 Inverter Discharge State","D5 Inverter Command Mode","D6 Inverter Enable State","D6 Inverter Enable Lockout","D7 BMS Active","D7 BMS Torque Limiting","D1 Post Fault Lo","D2 Post Fault Hi","D3 Run Fault Lo","D4 Run Fault Hi","D1 Commanded Torque","D2 Torque Feedback","D3 Power On Timer","D1 Modulation Index","D2 Flux Weakening Output","D3 Id Command","D4 Iq Command","D1 Project Code EEP Ver","D2 SW Version","D3 DateCode MMDD","D4 DateCode YYYY","Torque Command","Speed Command","Inverter Enable","Inverter Discharge","Speed Mode Enable","Torque Limit Command","D1 Parameter Address Command","D3 Data Command","Pack DCL","Pack CCL","High Temperature","Low Temperature","Average Temperature","CRC Checksum","Pack Current","Pack Open Voltage","Pack Inst Voltage","Pack Summed Voltage"
"s","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","Nm","V","V","V","V","V","V","boolean","boolean","boolean","boolean","boolean","boolean","boolean","boolean","deg","rpm","hz","deg","A","A","A","A","V","V","V","V","Wb","Wb","A","A","V","V","V","V","","","","","","","","","","","","","","","","","","","","Nm","Nm","Sec","","A","A","A","","","","","Nm","rpm","Bit","Bit","Bit","Nm","","","Amps","Amps","Celsius","Celsius","Celsius","","Amps","Volts","Volts","Volts"
"0.022","","","","","","","","","","","","","4.92","2.047","4.92","4.913","4.93","4.937","0","0","0","0","0","0","0","0","148","0","0","-36.5","-0.4","0","-0.3","0","0.45","0","1.1","0.45","0.034","21.166","-0.333","0.133","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.067","4433.532","0","0","0","0","","","","","","","","","","","","","177","31","19","17","18","1912","","","",""
"0.121","","","","","","","","","","","","","4.91","2.041","4.92","4.914","4.929","4.934","0","0","0","0","0","0","0","0","148.2","0.125","0","-36.425","0.175","0.15","0.025","0","0.433","0","0.522","0.467","0.034","21.166","0.16","-0.07","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","4433.602","0","0","0","0","","","","","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"0.221","","","","","","","","","","","","","4.914","2.041","4.92","4.92","4.93","4.933","0","0","0","0","0","0","0","0","147.9","0","0","-36.03","-0.23","-0.34","-0.15","0","0.61","0","1.03","0.47","0.034","21.166","-0.5","-0.056","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4433.706","0","0","0","0","","","","","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"0.322","","","","","","","","","","","","","4.912","2.041","4.917","4.916","4.928","4.93","0","0","0","0","0","0","0","0","148.056","0.111","0","-35.822","0.044","0.089","0","0","0.478","0","0.556","0.489","0.034","21.166","0.178","0.011","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","4433.806","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"0.422","","","","","","","","","","","","","4.911","2.041","4.914","4.917","4.927","4.931","0","0","0","0","0","0","0","0","148.078","0","0","-36.056","0.056","0","-0.078","0","0.511","0","0.644","0.289","0.034","21.166","-0.056","-0.022","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4433.902","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"0.522","","","","","","","","","","","","","4.91","2.043","4.92","4.92","4.93","4.934","0","0","0","0","0","0","0","0","148","0","0","-36.089","0.025","0","-0.1","0","0.525","0","0.75","0.45","0.034","21.166","0.2","0.05","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.011","4434.001","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"0.622","","","","","","","","","","","","","4.912","2.042","4.918","4.918","4.93","4.933","0","0","0","0","0","0","0","0","147.975","0","0","-35.962","-0.287","-0.225","-0.337","0","0.5","0","0.838","0.525","0.034","21.166","-0.55","0.025","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4434.1","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"0.722","","","","","","","","","","","","","4.912","2.04","4.92","4.919","4.93","4.938","0","0","0","0","0","0","0","0","147.838","0","0","-35.8","0.087","0.062","-0.087","0","0.475","0","0.662","0.525","0.034","21.166","0.088","-0.025","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4434.199","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"0.822","","","","","","","","","","","","","4.914","2.043","4.92","4.919","4.929","4.936","0","0","0","0","0","0","0","0","147.875","0","0","-35.962","0.112","0.225","0.125","0","0.5","0","0.5","0.588","0.034","21.166","0.362","0.013","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4434.298","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"0.922","","","","","","","","","","","","","4.912","2.044","4.917","4.919","4.929","4.933","0","0","0","0","0","0","0","0","147.963","0","0","-36.225","-0.175","-0.112","-0.087","0","0.45","0","0.7","0.462","0.034","21.166","-0.388","0.038","","","","","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.022","4434.397","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.022","","","","","","","","","","","","","4.911","2.042","4.918","4.916","4.926","4.93","0","0","0","0","0","0","0","0","148.05","0","0","-36.212","-0.4","-0.15","-0.175","0","0.488","0","0.925","0.438","0.034","21.166","-0.622","0.044","1.5","2.5","5.06","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","4434.502","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.122","","","","","","","","","","","","","4.911","2.044","4.92","4.912","4.922","4.933","0","0","0","0","0","0","0","0","147.92","0","0","-36.23","0.11","0.08","0.18","0","0.54","0","0.58","0.43","0.034","21.166","0.322","-0.033","1.5","2.5","5.05","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4434.606","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.222","","","","","26.6","204.3","203.2","-1000","-1000","-1000","26.7","0","4.913","2.043","4.918","4.918","4.928","4.931","0","0","0","0","0","0","0","0","147.878","0","0","-35.956","-0.067","-0.078","-0.022","0","0.467","0","0.822","0.511","0.034","21.166","-0.122","-0.044","1.5","2.5","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.011","4434.705","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.322","22","22.3","22","26.6","26.6","204.3","203.2","-1000","-1000","-1000","27.1","0","4.914","2.041","4.922","4.913","4.926","4.934","0","0","0","0","0","0","0","0","147.911","0","0","-35.844","-0.011","-0.056","-0.044","0","0.489","0","0.878","0.367","0.034","21.166","-0.067","-0.044","1.5","2.5","5.06","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4434.802","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.422","22","22.2","22","26.6","26.6","204.3","203.2","-1000","-1000","-1000","27","0","4.911","2.04","4.92","4.917","4.929","4.934","0","0","0","0","0","0","0","0","147.944","0","0","-35.867","0.013","0.163","-0.087","0","0.513","0","0.763","0.475","0.034","21.166","0.1","0.011","1.5","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.022","4434.901","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.522","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","26.8","0","4.91","2.042","4.92","4.917","4.926","4.93","0","0","0","0","0","0","0","0","147.988","0","0","-35.925","-0.025","-0.1","0.188","0","0.425","0","0.725","0.45","0.034","21.166","0.178","-0.078","1.5","2.5","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.056","4435","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.622","22","22.3","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.914","2.042","4.918","4.916","4.927","4.93","0","0","0","0","0","0","0","0","147.737","0","0","-35.95","0.062","-0.062","0.163","0","0.5","0","0.7","0.363","0.034","21.166","-0.156","-0.089","1.5","2.5","5.06","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4435.099","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.722","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.912","2.041","4.919","4.918","4.928","4.933","0","0","0","0","0","0","0","0","147.775","0","0","-36.137","0.037","0.038","0.013","0","0.475","0","0.6","0.612","0.034","21.166","0.189","-0.078","1.5","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4435.198","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.822","21.9","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.913","2.042","4.918","4.918","4.928","4.934","0","0","0","0","0","0","0","0","147.938","0.125","0.013","-36.062","0","0.175","0.138","0","0.475","0","0.737","0.525","0.034","21.166","0.289","0.044","1.5","2.51","5.06","13.54","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.022","4435.297","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"1.922","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.913","2.04","4.919","4.911","4.921","4.933","0","0","0","0","0","0","0","0","147.787","0","0","-35.7","-0.025","-0.075","0.1","0","0.467","0","0.689","0.511","0.034","21.166","-0.05","-0.06","1.5","2.5","5.06","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.06","4435.402","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"2.022","22","22.3","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.912","2.044","4.917","4.915","4.925","4.932","0","0","0","0","0","0","0","0","147.78","0.1","0","-35.79","0.01","0.11","0.02","0","0.5","0","0.56","0.37","0.034","21.166","-0.067","0.022","1.5","2.5","5.06","13.62","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4435.506","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"2.122","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","27.1","0","4.913","2.042","4.917","4.919","4.927","4.933","0","0","0","0","0","0","0","0","147.933","0.111","0","-35.778","0.033","-0.122","0.144","0","0.322","0","0.889","0.544","0.034","21.166","-0.011","-0.111","1.5","2.5","5.07","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.03","4435.606","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"2.222","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","26.8","0","4.91","2.04","4.92","4.92","4.93","4.933","0","0","0","0","0","0","0","0","147.989","0","-0.011","-36.189","-0.056","0.078","-0.022","0","0.489","0","0.533","0.467","0.034","21.166","0.12","-0.01","1.5","2.5","5.06","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4435.702","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"2.322","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","27.1","0","4.91","2.042","4.92","4.917","4.927","4.936","0","0","0","0","0","0","0","0","148.056","0","0","-36.156","0.025","0.188","0.337","0","0.462","0","0.7","0.5","0.034","21.166","0.333","0.067","1.5","2.5","5.06","13.67","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.044","4435.801","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"2.422","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","26.7","0","4.913","2.043","4.918","4.914","4.927","4.936","0","0","0","0","0","0","0","0","148.113","0.125","0","-36.05","0.112","0.05","-0.113","0","0.562","0","0.688","0.587","0.034","21.166","0.256","-0.033","1.5","2.5","5.06","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.011","4435.9","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"2.522","22","22.2","22.1","26.7","26.6","204.3","203.2","-1000","-1000","-1000","27.1","0","4.912","2.043","4.919","4.914","4.924","4.936","0","0","0","0","0","0","0","0","147.9","0","0","-36.05","0","0.013","-0.113","0","0.55","0","0.562","0.488","0.034","21.166","-0.111","-0.022","1.5","2.51","5.06","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4435.999","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"2.622","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.911","2.042","4.92","4.914","4.929","4.934","0","0","0","0","0","0","0","0","147.875","0","0","-35.663","-0.188","0.087","0.163","0","0.562","0","0.725","0.35","0.034","21.166","0.011","0.1","1.51","2.51","5.06","13.54","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.044","4436.098","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"2.722","22","22.2","22.1","26.5","26.7","204.3","203.2","-1000","-1000","-1000","26.7","0","4.91","2.04","4.918","4.918","4.929","4.93","0","0","0","0","0","0","0","0","148.087","0","0","-35.988","-0.012","-0.025","-0.138","0","0.575","0","0.775","0.387","0.034","21.166","0.033","-0.056","1.5","2.5","5.06","13.55","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.011","4436.197","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"2.822","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.6","0","4.918","2.042","4.919","4.916","4.922","4.934","0","0","0","0","0","0","0","0","147.875","0","0","-36.175","-0.013","0.025","0.038","0","0.567","0","0.467","0.511","0.034","21.166","-0.03","-0.02","1.5","2.5","5.05","13.57","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.02","4436.302","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"2.922","21.9","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.91","2.04","4.917","4.916","4.927","4.933","0","0","0","0","0","0","0","0","147.69","0","0","-36.01","0","0.14","0.13","0","0.56","0","0.65","0.51","0.034","21.166","0.356","0.056","1.5","2.51","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.033","4436.406","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.022","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.917","2.04","4.919","4.92","4.93","4.932","0","0","0","0","0","0","0","0","147.956","0.111","0","-36","0.078","0.133","-0.044","0","0.422","0","0.522","0.489","0.034","21.166","0.122","-0.022","1.5","2.5","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4436.506","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"3.122","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.917","2.042","4.918","4.918","4.928","4.931","0","0","0","0","0","0","0","0","148.033","0","0","-35.978","0.011","0.111","0.044","0","0.5","0","0.489","0.489","0.034","21.166","0.07","0.01","1.5","2.5","5.06","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4436.602","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.222","22","22.2","22.1","26.7","26.6","204.3","203.2","-1000","-1000","-1000","26.8","0","4.911","2.041","4.916","4.918","4.93","4.933","0","0","0","0","0","0","0","0","148.089","0","0","-35.989","-0.112","0.038","0.15","0","0.588","0","0.562","0.4","0.034","21.166","-0.178","0.011","1.5","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4436.701","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.322","22","22.2","22.1","26.7","26.6","204.3","203.2","-1000","-1000","-1000","26.8","0","4.916","2.043","4.918","4.918","4.93","4.934","0","0","0","0","0","0","0","0","148.037","0","0","-35.975","0","0","0","0","0.475","0","0.825","0.425","0.034","21.166","-0.067","-0.044","1.5","2.5","5.06","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4436.8","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.422","22","22.2","22","26.6","26.6","204.3","203.2","-1000","-1000","-1000","27","0","4.911","2.041","4.917","4.918","4.929","4.931","0","0","0","0","0","0","0","0","147.938","0","0","-36.188","0.075","-0.087","-0.038","0","0.475","0","0.75","0.425","0.034","21.166","-0.056","-0.133","1.5","2.5","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.067","4436.899","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.522","22","22.2","22","26.6","26.6","204.3","203.2","-1000","-1000","-1000","27","0","4.91","2.046","4.914","4.916","4.926","4.932","0","0","0","0","0","0","0","0","147.912","0","0","-35.962","-0.15","0.062","-0.2","0","0.425","0","0.8","0.412","0.034","21.166","-0.189","0.089","1.5","2.5","5.07","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.033","4436.998","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.622","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.91","2.04","4.918","4.916","4.926","4.931","0","0","0","0","0","0","0","0","147.812","0","0","-36","-0.163","-0.375","-0.438","0","0.487","0","1","0.4","0.034","21.166","-0.156","-0.111","1.5","2.5","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.056","4437.097","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.722","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.91","2.04","4.918","4.918","4.928","4.933","0","0","0","0","0","0","0","0","147.85","0.125","0","-36.15","-0.025","-0.087","0","0","0.489","0","0.667","0.644","0.034","21.166","0.04","-0.03","1.5","2.5","5.06","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4437.202","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.822","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.91","2.043","4.917","4.914","4.928","4.933","0","0","0","0","0","0","0","0","147.95","0","0","-36.13","0","-0.12","-0.05","0","0.4","0","0.72","0.64","0.034","21.166","-0.089","-0.022","1.5","2.5","5.06","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.011","4437.306","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"3.922","22","22.3","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","26.8","0","4.912","2.042","4.918","4.915","4.925","4.931","0","0","0","0","0","0","0","0","147.789","0","0","-36.178","-0.122","-0.167","-0.089","0","0.478","0","0.767","0.389","0.034","21.166","-0.267","-0.044","1.51","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.01","4437.406","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"4.022","22","22.2","22.1","26.7","26.7","204.3","203.2","-1000","-1000","-1000","27.1","0","4.911","2.041","4.917","4.918","4.929","4.933","0","0","0","0","0","0","0","0","147.633","0.111","0","-36.033","-0.089","0.011","-0.133","0","0.478","0","0.633","0.378","0.034","21.166","-0.06","0","1.51","2.5","5.05","13.62","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011","4437.502","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"4.122","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.913","2.04","4.919","4.918","4.93","4.932","0","0","0","0","0","0","0","0","147.556","0","0","-35.689","-0.112","-0.212","-0.175","0","0.513","0","0.663","0.487","0.034","21.166","-0.4","-0.056","1.5","2.5","5.05","13.58","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.011","4437.601","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"4.222","22","22.3","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.912","2.044","4.919","4.919","4.929","4.933","0","0","0","0","0","0","0","0","147.875","0.125","0","-35.687","0.05","-0.013","-0.112","0","0.488","0","0.675","0.412","0.034","21.166","-0.011","-0.067","1.5","2.5","5.06","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.033","4437.7","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"4.322","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.911","2.043","4.919","4.916","4.926","4.936","0","0","0","0","0","0","0","0","148.012","0","0","-35.913","0.112","0.063","0.138","0","0.562","0","0.7","0.562","0.034","21.166","0.111","-0.1","1.5","2.51","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4437.799","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"4.422","22","22.3","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","26.8","0","4.913","2.04","4.919","4.917","4.924","4.932","0","0","0","0","0","0","0","0","147.662","0","0","-35.762","0.188","0.275","0.113","0","0.487","0","0.762","0.65","0.034","21.166","0.444","0","1.5","2.5","5.06","13.61","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4437.898","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
"4.522","22","22.2","22.1","26.7","26.6","204.3","203.2","-1000","-1000","-1000","26.7","0","4.91","2.04","4.916","4.92","4.93","4.934","0","0","0","0","0","0","0","0","147.725","0.125","0","-36","0.05","-0.037","-0.025","0","0.475","0","0.55","0.35","0.034","21.166","-0.044","0.044","1.51","2.5","5.06","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.022","4437.997","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"4.622","22","22.2","22.1","26.6","26.6","204.3","203.2","-1000","-1000","-1000","27","0","4.912","2.04","4.919","4.918","4.928","4.932","0","0","0","0","0","0","0","0","147.925","0","0","-36.262","0.075","0.15","0","0","0.444","0","0.656","0.478","0.034","21.166","0.06","0.05","1.51","2.51","5.05","13.6","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","4438.102","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","","","","","","","0","236.7","236.7","236.79"
"4.722","22","22.2","22.1","26.6","26.7","204.3","203.2","-1000","-1000","-1000","27","0","4.912","2.04","4.918","4.919","4.929","4.932","0","0","0","0","0","0","0","0","148.02","0","0","-36.07","-0.11","-0.19","-0.17","0","0.4","0","0.7","0.42","0.034","21.166","-0.267","-0.056","1.5","2.5","5.05","13.59","4","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.022","4438.206","0","0","0","0","16","6592","1301","8217","0","0","0","0","0","0","","","177","31","19","17","18","1912","0","236.7","236.7","236.79"
